1ZVBP8AM3B5270735,Jeep,Compass,SUV,2023,Fuscia,22437,This car is a sporty and agile coupe designed for high performance driving.,A compact and fuel-efficient hatchback perfect for city driving.,yes,2,64,http://dummyimage.com/112x100.png/dddddd/000000,being-watched,96607
JTDJTUD37ED069324,Ford,F-150,SUV,2023,Teal,24614,This car is a futuristic and cutting-edge electric vehicle with advanced technology.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,6,4,http://dummyimage.com/185x100.png/ff4444/ffffff,new,66416
JN8AZ2KR6CT632378,Toyota,Tacoma,SUV,2023,Violet,31634,This car is a spacious and family-friendly SUV with advanced safety features.,A sleek and stylish sedan with leather interior and advanced technology features.,yes,6,74,http://dummyimage.com/180x100.png/5fa2dd/ffffff,being-watched,85982
4T1BD1FK4FU637563,Jeep,Grand Cherokee,SUV,2023,Red,4495,This car is a vintage and retro-inspired roadster that turns heads wherever it goes.,A family-friendly SUV with third-row seating and safety features for peace of mind.,yes,7,30,http://dummyimage.com/111x100.png/cc0000/ffffff,low-mileage,44285
SCFFDAAM8EG771943,Jeep,Renegade,SUV,2023,Blue,44863,This car is a versatile and practical crossover with ample cargo space.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,4,96,http://dummyimage.com/113x100.png/5fa2dd/ffffff,being-watched,47123
JN8AZ1FY3CW226570,Chevrolet,Silverado,SUV,2024,Maroon,34745,This car is a compact and fuel-efficient hatchback perfect for city driving.,A sleek and stylish sedan with leather interior and advanced technology features.,yes,8,1,http://dummyimage.com/154x100.png/dddddd/000000,new,76857
WAUGL98E06A136610,Ford,F-150,SUV,2023,Yellow,36638,This car is a rugged and durable off-road vehicle with all-terrain capabilities.,A luxurious sports car with high-performance engine and premium sound system.,yes,4,46,http://dummyimage.com/218x100.png/dddddd/000000,being-watched,87194
2V4RW3D11AR344038,Ford,F-150,SUV,2023,Yellow,9739,This car is a sporty and agile coupe designed for high performance driving.,A luxurious sports car with high-performance engine and premium sound system.,yes,8,48,http://dummyimage.com/117x100.png/cc0000/ffffff,low-mileage,62185
JN8AZ2KR8AT059142,Ford,Mustang,Coupe,2023,Green,24521,This car is a sleek and stylish sedan with a powerful engine and luxurious interior.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,9,47,http://dummyimage.com/207x100.png/ff4444/ffffff,being-watched,87325
WAUPL58E94A624265,Jeep,Cherokee,SUV,2024,Khaki,7830,This car is a sporty and agile coupe designed for high performance driving.,A luxurious sports car with high-performance engine and premium sound system.,yes,7,81,http://dummyimage.com/221x100.png/5fa2dd/ffffff,low-mileage,34576
WAUVC58E55A164045,Ford,Focus,Hatchback,2023,Violet,2379,This car is a sporty and agile coupe designed for high performance driving.,A compact and fuel-efficient hatchback perfect for city driving.,yes,3,59,http://dummyimage.com/201x100.png/5fa2dd/ffffff,low-mileage,61618
WBADN63473G602777,Chevrolet,Traverse,SUV,2023,Violet,44332,This car is a sleek and stylish sedan with a powerful engine and luxurious interior.,A sleek and stylish sedan with leather interior and advanced technology features.,yes,4,65,http://dummyimage.com/237x100.png/5fa2dd/ffffff,being-watched,28966
1G6DX67D870456401,Ford,Explorer,SUV,2023,Turquoise,42298,This car is a vintage and retro-inspired roadster that turns heads wherever it goes.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,10,66,http://dummyimage.com/207x100.png/dddddd/000000,being-watched,99632
WBA3N5C5XEF628992,Chevrolet,Camaro,Coupe,2023,Violet,5432,This car is a classic and timeless convertible perfect for cruising on sunny days.,A compact and fuel-efficient hatchback perfect for city driving.,yes,6,47,http://dummyimage.com/212x100.png/dddddd/000000,low-mileage,41488
WBSKG9C56CE231629,Chevrolet,Camaro,Coupe,2023,Violet,4795,This car is a classic and timeless convertible perfect for cruising on sunny days.,A compact and fuel-efficient hatchback perfect for city driving.,yes,10,70,http://dummyimage.com/231x100.png/ff4444/ffffff,low-mileage,65864
3GTU1YEJ4BG742222,Toyota,Corolla,sedan,2023,Orange,24030,This car is a classic and timeless convertible perfect for cruising on sunny days.,A compact and fuel-efficient hatchback perfect for city driving.,yes,3,73,http://dummyimage.com/249x100.png/ff4444/ffffff,being-watched,79704
3D4PH9FG9BT037072,Toyota,Highlander,SUV,2023,Blue,8810,This car is a compact and fuel-efficient hatchback perfect for city driving.,A sleek and stylish sedan with leather interior and advanced technology features.,yes,5,88,http://dummyimage.com/121x100.png/cc0000/ffffff,low-mileage,60835
5FPYK1F23BB787033,Toyota,Tacoma,SUV,2024,Mauv,15609,This car is a vintage and retro-inspired roadster that turns heads wherever it goes.,A sleek and stylish sedan with leather interior and advanced technology features.,yes,1,37,http://dummyimage.com/201x100.png/cc0000/ffffff,being-watched,89943
1G6DW677870391174,Jeep,Cherokee,SUV,2024,Teal,44400,This car is a reliable and dependable sedan known for its longevity and comfort.,A compact and fuel-efficient hatchback perfect for city driving.,yes,10,15,http://dummyimage.com/192x100.png/cc0000/ffffff,being-watched,36525
1G6KE54YX1U535485,Jeep,Compass,SUV,2023,Maroon,32383,This car is a reliable and dependable sedan known for its longevity and comfort.,A luxurious sports car with high-performance engine and premium sound system.,yes,1,67,http://dummyimage.com/144x100.png/ff4444/ffffff,being-watched,61026
1GYS4DEF5CR037332,Ford,F-150,SUV,2023,Orange,35394,This car is a compact and fuel-efficient hatchback perfect for city driving.,A luxurious sports car with high-performance engine and premium sound system.,yes,5,91,http://dummyimage.com/105x100.png/dddddd/000000,being-watched,30991
WAUJFAFH1DN854684,Chevrolet,Camaro,Coupe,2023,Purple,1031,This car is a futuristic and cutting-edge electric vehicle with advanced technology.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,7,64,http://dummyimage.com/208x100.png/dddddd/000000,low-mileage,38909
2HNYD28798H829719,Jeep,Compass,SUV,2024,Turquoise,27720,This car is a rugged and durable off-road vehicle with all-terrain capabilities.,A family-friendly SUV with third-row seating and safety features for peace of mind.,yes,5,66,http://dummyimage.com/115x100.png/cc0000/ffffff,being-watched,82917
1FTEX1CW4AK722789,Jeep,Renegade,SUV,2023,Khaki,41830,This car is a reliable and dependable sedan known for its longevity and comfort.,A compact and fuel-efficient hatchback perfect for city driving.,yes,5,56,http://dummyimage.com/134x100.png/dddddd/000000,being-watched,96360
W04GP5EC0B1236469,Toyota,Corolla,sedan,2023,Goldenrod,46071,This car is a reliable and dependable sedan known for its longevity and comfort.,A luxurious sports car with high-performance engine and premium sound system.,yes,5,30,http://dummyimage.com/148x100.png/ff4444/ffffff,being-watched,38610
3D73M3HL5AG690994,Chevrolet,Traverse,SUV,2023,Green,13342,This car is a vintage and retro-inspired roadster that turns heads wherever it goes.,A compact and fuel-efficient hatchback perfect for city driving.,yes,9,56,http://dummyimage.com/119x100.png/ff4444/ffffff,being-watched,58154
SAJWA2GT3EM905630,Jeep,Grand Cherokee,SUV,2023,Indigo,42395,This car is a sporty and agile coupe designed for high performance driving.,A luxurious sports car with high-performance engine and premium sound system.,yes,6,25,http://dummyimage.com/231x100.png/dddddd/000000,being-watched,48567
1GYS3NKJ4FR108767,Chevrolet,Equinox,SUV,2023,Mauv,37168,This car is a sporty and agile coupe designed for high performance driving.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,3,76,http://dummyimage.com/165x100.png/5fa2dd/ffffff,being-watched,36376
WDDHH8HBXBA315343,Toyota,RAV4,SUV,2023,Mauv,37629,This car is a sleek and stylish sedan with a powerful engine and luxurious interior.,A sleek and stylish sedan with leather interior and advanced technology features.,yes,6,61,http://dummyimage.com/118x100.png/5fa2dd/ffffff,being-watched,73331
WBADN63411G323872,Jeep,Cherokee,SUV,2023,Red,20531,This car is a rugged and durable off-road vehicle with all-terrain capabilities.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,3,32,http://dummyimage.com/161x100.png/cc0000/ffffff,being-watched,34412
WAUVFAFH9BN015574,Toyota,RAV4,SUV,2023,Goldenrod,9510,This car is a sporty and agile coupe designed for high performance driving.,A rugged off-road vehicle with all-terrain capabilities and spacious cargo room.,yes,2,21,http://dummyimage.com/158x100.png/ff4444/ffffff,low-mileage,69259
WBAFZ9C52CC854046,Ford,Focus,Hatchback,2023,Yellow,2011,This car is a reliable and dependable sedan known for its longevity and comfort.,A compact and fuel-efficient hatchback perfect for city driving.,yes,8,17,http://dummyimage.com/195x100.png/dddddd/000000,low-mileage,94674
